# Time, Col 1, Col 2, Col 3, Col 4
  2.266667,23.990,15.000,10.000,14.980
  2.270833,23.990,15.000,10.000,14.970
  2.275000,23.980,15.000,10.000,14.960
  2.279167,23.980,15.000,10.000,14.940
  2.283333,23.970,15.000,10.000,14.920
  2.287500,23.960,15.000,10.000,14.890
  2.291667,23.950,15.000,10.000,14.860
  2.295833,23.930,15.000,10.000,14.830
  2.300000,23.920,15.000,10.000,14.790
  2.304167,23.900,15.000,10.000,14.760
  2.308333,23.890,15.000,10.000,14.710
  2.312500,23.870,15.000,10.000,14.670
  2.316667,23.850,15.000,10.000,14.620
  2.320833,23.830,15.000,10.000,14.570
  2.325000,23.810,15.000,10.000,14.510
  2.329167,23.780,15.000,10.000,14.460
  2.333333,23.760,15.000,10.000,14.390
  2.337500,23.730,15.000,10.000,14.330
  2.341667,23.710,15.000,10.000,14.260
  2.345833,23.680,15.000,10.000,14.190
  2.350000,23.650,15.000,10.000,14.120
  2.354167,23.620,15.000,10.000,14.050
  2.358333,23.590,15.000,10.000,13.970
  2.362500,23.550,15.000,10.000,13.890
  2.366667,23.520,15.000,10.000,13.800
  2.370833,23.490,15.000,10.000,13.720
  2.375000,23.450,15.000,10.000,13.630
  2.379167,23.410,15.000,10.000,13.540
  2.383333,23.380,15.000,10.000,13.440
  2.387500,23.340,15.000,10.000,13.350
  2.391667,23.300,15.000,10.000,13.250
  2.395833,23.260,15.000,10.000,13.150
  2.400000,23.220,15.000,10.000,13.040
  2.404167,23.180,15.000,10.000,12.940
  2.408333,23.130,15.000,10.000,12.830
  2.412500,23.090,15.000,10.000,12.720
  2.416667,23.050,15.000,10.000,12.610
  2.420833,23.000,15.000,10.000,12.500
  2.425000,22.950,15.000,10.000,12.390
  2.429167,22.910,15.000,10.000,12.270
  2.433333,22.860,15.000,10.000,12.150
  2.437500,22.810,15.000,10.000,12.030
  2.441667,22.770,15.000,10.000,11.910
  2.445833,22.720,15.000,10.000,11.790
  2.450000,22.670,15.000,10.000,11.670
  2.454167,22.620,15.000,10.000,11.550
  2.458333,22.570,15.000,10.000,11.420
  2.462500,22.520,15.000,10.000,11.290
  2.466667,22.470,15.000,10.000,11.170
  2.470833,22.420,15.000,10.000,11.040
  2.475000,22.360,15.000,10.000,10.910
  2.479167,22.310,15.000,10.000,10.780
  2.483333,22.260,15.000,10.000,10.650
  2.487500,22.210,15.000,10.000,10.520
  2.491667,22.160,15.000,10.000,10.390
  2.495833,22.110,15.000,10.000,10.260
  2.500000,22.050,15.000,10.000,10.130
  2.504167,22.000,15.000,10.000,10.000
  2.508333,21.950,15.000,10.000,9.8700
  2.512500,21.900,15.000,10.000,9.7400
  2.516667,21.840,15.000,10.000,9.6100
  2.520833,21.790,15.000,10.000,9.4800
  2.525000,21.740,15.000,10.000,9.3500
  2.529167,21.690,15.000,10.000,9.2200
  2.533333,21.640,15.000,10.000,9.0900
  2.537500,21.580,15.000,10.000,8.9600
  2.541667,21.530,15.000,10.000,8.8300
  2.545833,21.480,15.000,10.000,8.7100
  2.550000,21.430,15.000,10.000,8.5800
  2.554167,21.380,15.000,10.000,8.4500
  2.558333,21.330,15.000,10.000,8.3300
  2.562500,21.280,15.000,10.000,8.2100
  2.566667,21.240,15.000,10.000,8.0900
  2.570833,21.190,15.000,10.000,7.9700
  2.575000,21.140,15.000,10.000,7.8500
  2.579167,21.090,15.000,10.000,7.7300
  2.583333,21.050,15.000,10.000,7.6100
  2.587500,21.000,15.000,10.000,7.5000
  2.591667,20.960,15.000,10.000,7.3900
  2.595833,20.910,15.000,10.000,7.2800
  2.600000,20.870,15.000,10.000,7.1700
  2.604167,20.820,15.000,10.000,7.0600
  2.608333,20.780,15.000,10.000,6.9600
  2.612500,20.740,15.000,10.000,6.8500
  2.616667,20.700,15.000,10.000,6.7500
  2.620833,20.660,15.000,10.000,6.6500
  2.625000,20.620,15.000,10.000,6.5600
  2.629167,20.590,15.000,10.000,6.4600
  2.633333,20.550,15.000,10.000,6.3700
  2.637500,20.510,15.000,10.000,6.2800
  2.641667,20.480,15.000,10.000,6.2000
  2.645833,20.450,15.000,10.000,6.1100
  2.650000,20.410,15.000,10.000,6.0300
  2.654167,20.380,15.000,10.000,5.9500
  2.658333,20.350,15.000,10.000,5.8800
  2.662500,20.320,15.000,10.000,5.8100
  2.666667,20.300,15.000,10.000,5.7400
  2.670833,20.270,15.000,10.000,5.6700
  2.675000,20.240,15.000,10.000,5.6100
  2.679167,20.220,15.000,10.000,5.5400
  2.683333,20.200,15.000,10.000,5.4900
  2.687500,20.170,15.000,10.000,5.4300
  2.691667,20.150,15.000,10.000,5.3800
  2.695833,20.130,15.000,10.000,5.3300
  2.700000,20.120,15.000,10.000,5.2900
  2.704167,20.100,15.000,10.000,5.2400
  2.708333,20.080,15.000,10.000,5.2100
  2.712500,20.070,15.000,10.000,5.1700
  2.716667,20.060,15.000,10.000,5.1400
  2.720833,20.040,15.000,10.000,5.1100
  2.725000,20.030,15.000,10.000,5.0800
  2.729167,20.030,15.000,10.000,5.0600
  2.733333,20.020,15.000,10.000,5.0400
  2.737500,20.010,15.000,10.000,5.0300
  2.741667,20.010,15.000,10.000,5.0200
  2.745833,20.000,15.000,10.000,5.0100
  2.750000,20.000,15.000,10.000,5.0000
  2.754167,20.000,15.000,10.000,5.0000
  2.758333,20.000,15.000,10.000,5.0000
  2.762500,20.000,15.000,10.000,5.0100
  2.766667,20.010,15.000,10.000,5.0200
  2.770833,20.010,15.000,10.000,5.0300
  2.775000,20.020,15.000,10.000,5.0400
  2.779167,20.030,15.000,10.000,5.0600
  2.783333,20.030,15.000,10.000,5.0800
  2.787500,20.040,15.000,10.000,5.1100
  2.791667,20.060,15.000,10.000,5.1400
  2.795833,20.070,15.000,10.000,5.1700
  2.800000,20.080,15.000,10.000,5.2100
  2.804167,20.100,15.000,10.000,5.2400
  2.808333,20.120,15.000,10.000,5.2900
  2.812500,20.130,15.000,10.000,5.3300
  2.816667,20.150,15.000,10.000,5.3800
  2.820833,20.170,15.000,10.000,5.4300
  2.825000,20.200,15.000,10.000,5.4900
  2.829167,20.220,15.000,10.000,5.5400
  2.833333,20.240,15.000,10.000,5.6100
  2.837500,20.270,15.000,10.000,5.6700
  2.841667,20.300,15.000,10.000,5.7400
  2.845833,20.320,15.000,10.000,5.8100
  2.850000,20.350,15.000,10.000,5.8800
  2.854167,20.380,15.000,10.000,5.9500
  2.858333,20.410,15.000,10.000,6.0300
  2.862500,20.450,15.000,10.000,6.1100
  2.866667,20.480,15.000,10.000,6.2000
  2.870833,20.510,15.000,10.000,6.2800
  2.875000,20.550,15.000,10.000,6.3700
  2.879167,20.590,15.000,10.000,6.4600
  2.883333,20.620,15.000,10.000,6.5600
  2.887500,20.660,15.000,10.000,6.6500
  2.891667,20.700,15.000,10.000,6.7500
  2.895833,20.740,15.000,10.000,6.8500
  2.900000,20.780,15.000,10.000,6.9600
  2.904167,20.820,15.000,10.000,7.0600
  2.908333,20.870,15.000,10.000,7.1700
  2.912500,20.910,15.000,10.000,7.2800
  2.916667,20.960,15.000,10.000,7.3900
  2.920833,21.000,15.000,10.000,7.5000
  2.925000,21.050,15.000,10.000,7.6100
  2.929167,21.090,15.000,10.000,7.7300
  2.933333,21.140,15.000,10.000,7.8500
  2.937500,21.190,15.000,10.000,7.9700
  2.941667,21.240,15.000,10.000,8.0900
  2.945833,21.280,15.000,10.000,8.2100
  2.950000,21.330,15.000,10.000,8.3300
  2.954167,21.380,15.000,10.000,8.4500
  2.958333,21.430,15.000,10.000,8.5800
  2.962500,21.480,15.000,10.000,8.7100
  2.966667,21.530,15.000,10.000,8.8300
  2.970833,21.580,15.000,10.000,8.9600
  2.975000,21.640,15.000,10.000,9.0900
  2.979167,21.690,15.000,10.000,9.2200
  2.983333,21.740,15.000,10.000,9.3500
  2.987500,21.790,15.000,10.000,9.4800
  2.991667,21.840,15.000,10.000,9.6100
  2.995833,21.900,15.000,10.000,9.7400
  3.000000,21.950,15.000,10.000,9.8700
  3.004167,22.000,15.000,10.000,10.000
  3.008333,22.050,15.000,10.000,10.130
  3.012500,22.110,15.000,10.000,10.260
  3.016667,22.160,15.000,10.000,10.390
  3.020833,22.210,15.000,10.000,10.520
  3.025000,22.260,15.000,10.000,10.650
  3.029167,22.310,15.000,10.000,10.780
  3.033333,22.360,15.000,10.000,10.910
  3.037500,22.420,15.000,10.000,11.040
  3.041667,22.470,15.000,10.000,11.170
  3.045833,22.520,15.000,10.000,11.290
  3.050000,22.570,15.000,10.000,11.420
  3.054167,22.620,15.000,10.000,11.550
  3.058333,22.670,15.000,10.000,11.670
  3.062500,22.720,15.000,10.000,11.790
  3.066667,22.770,15.000,10.000,11.910
  3.070833,22.810,15.000,10.000,12.030
  3.075000,22.860,15.000,10.000,12.150
  3.079167,22.910,15.000,10.000,12.270
  3.083333,22.950,15.000,10.000,12.390
  3.087500,23.000,15.000,10.000,12.500
  3.091667,23.050,15.000,10.000,12.610
  3.095833,23.090,15.000,10.000,12.720
  3.100000,23.130,15.000,10.000,12.830
  3.104167,23.180,15.000,10.000,12.940
  3.108333,23.220,15.000,10.000,13.040
  3.112500,23.260,15.000,10.000,13.150
  3.116667,23.300,15.000,10.000,13.250
  3.120833,23.340,15.000,10.000,13.350
  3.125000,23.380,15.000,10.000,13.440
  3.129167,23.410,15.000,10.000,13.540
  3.133333,23.450,15.000,10.000,13.630
  3.137500,23.490,15.000,10.000,13.720
  3.141667,23.520,15.000,10.000,13.800
  3.145833,23.550,15.000,10.000,13.890
  3.150000,23.590,15.000,10.000,13.970
  3.154167,23.620,15.000,10.000,14.050
  3.158333,23.650,15.000,10.000,14.120
  3.162500,23.680,15.000,10.000,14.190
  3.166667,23.710,15.000,10.000,14.260
  3.170833,23.730,15.000,10.000,14.330
  3.175000,23.760,15.000,10.000,14.390
  3.179167,23.780,15.000,10.000,14.460
  3.183333,23.810,15.000,10.000,14.510
  3.187500,23.830,15.000,10.000,14.570
  3.191667,23.850,15.000,10.000,14.620
  3.195833,23.870,15.000,10.000,14.670
  3.200000,23.890,15.000,10.000,14.710
  3.204167,23.900,15.000,10.000,14.760
  3.208333,23.920,15.000,10.000,14.790
  3.212500,23.930,15.000,10.000,14.830
  3.216667,23.950,15.000,10.000,14.860
  3.220833,23.960,15.000,10.000,14.890
  3.225000,23.970,15.000,10.000,14.920
  3.229167,23.980,15.000,10.000,14.940
  3.233333,23.980,15.000,10.000,14.960
  3.237500,23.990,15.000,10.000,14.970
  3.241667,23.990,15.000,10.000,14.980
  3.245833,24.000,15.000,10.000,14.990
  3.250000,24.000,15.000,10.000,15.000
  3.254167,24.000,15.000,10.000,15.000
  3.258333,24.000,15.000,10.000,15.000
  3.262500,24.000,15.000,10.000,14.990
  3.266667,23.990,15.000,10.000,14.980
  3.270833,23.990,15.000,10.000,14.970
  3.275000,23.980,15.000,10.000,14.960
  3.279167,23.980,15.000,10.000,14.940
  3.283333,23.970,15.000,10.000,14.920
  3.287500,23.960,15.000,10.000,14.890
  3.291667,23.950,15.000,10.000,14.860
  3.295833,23.930,15.000,10.000,14.830
  3.300000,23.920,15.000,10.000,14.790
  3.304167,23.900,15.000,10.000,14.760
  3.308333,23.890,15.000,10.000,14.710
  3.312500,23.870,15.000,10.000,14.670
  3.316667,23.850,15.000,10.000,14.620
  3.320833,23.830,15.000,10.000,14.570
  3.325000,23.810,15.000,10.000,14.510
  3.329167,23.780,15.000,10.000,14.460
  3.333333,23.760,15.000,10.000,14.390
  3.337500,23.730,15.000,10.000,14.330
  3.341667,23.710,15.000,10.000,14.260
  3.345833,23.680,15.000,10.000,14.190
  3.350000,23.650,15.000,10.000,14.120
  3.354167,23.620,15.000,10.000,14.050
  3.358333,23.590,15.000,10.000,13.970
  3.362500,23.550,15.000,10.000,13.890
  3.366667,23.520,15.000,10.000,13.800
  3.370833,23.490,15.000,10.000,13.720
  3.375000,23.450,15.000,10.000,13.630
  3.379167,23.410,15.000,10.000,13.540
  3.383333,23.380,15.000,10.000,13.440
  3.387500,23.340,15.000,10.000,13.350
  3.391667,23.300,15.000,10.000,13.250
  3.395833,23.260,15.000,10.000,13.150
  3.400000,23.220,15.000,10.000,13.040
  3.404167,23.180,15.000,10.000,12.940
  3.408333,23.130,15.000,10.000,12.830
  3.412500,23.090,15.000,10.000,12.720
  3.416667,23.050,15.000,10.000,12.610
  3.420833,23.000,15.000,10.000,12.500
  3.425000,22.950,15.000,10.000,12.390
  3.429167,22.910,15.000,10.000,12.270
  3.433333,22.860,15.000,10.000,12.150
  3.437500,22.810,15.000,10.000,12.030
  3.441667,22.770,15.000,10.000,11.910
  3.445833,22.720,15.000,10.000,11.790
  3.450000,22.670,15.000,10.000,11.670
  3.454167,22.620,15.000,10.000,11.550
  3.458333,22.570,15.000,10.000,11.420
  3.462500,22.520,15.000,10.000,11.290
  3.466667,22.470,15.000,10.000,11.170
  3.470833,22.420,15.000,10.000,11.040
  3.475000,22.360,15.000,10.000,10.910
  3.479167,22.310,15.000,10.000,10.780
  3.483333,22.260,15.000,10.000,10.650
  3.487500,22.210,15.000,10.000,10.520
  3.491667,22.160,15.000,10.000,10.390
  3.495833,22.110,15.000,10.000,10.260
  3.500000,22.050,15.000,10.000,10.130
  3.504167,22.000,15.000,10.000,10.000
  3.508333,21.950,15.000,10.000,9.8700
  3.512500,21.900,15.000,10.000,9.7400
  3.516667,21.840,15.000,10.000,9.6100
  3.520833,21.790,15.000,10.000,9.4800
  3.525000,21.740,15.000,10.000,9.3500
  3.529167,21.690,15.000,10.000,9.2200
  3.533333,21.640,15.000,10.000,9.0900
  3.537500,21.580,15.000,10.000,8.9600
  3.541667,21.530,15.000,10.000,8.8300
  3.545833,21.480,15.000,10.000,8.7100
  3.550000,21.430,15.000,10.000,8.5800
  3.554167,21.380,15.000,10.000,8.4500
  3.558333,21.330,15.000,10.000,8.3300
  3.562500,21.280,15.000,10.000,8.2100
  3.566667,21.240,15.000,10.000,8.0900
  3.570833,21.190,15.000,10.000,7.9700
  3.575000,21.140,15.000,10.000,7.8500
  3.579167,21.090,15.000,10.000,7.7300
  3.583333,21.050,15.000,10.000,7.6100
  3.587500,21.000,15.000,10.000,7.5000
  3.591667,20.960,15.000,10.000,7.3900
